index,airport,year,departures for metric computation,arrivals for metric computation,percent on-time gate departures,percent on-time airport departures,percent on-time gate arrivals,average_gate_departure_delay,average_taxi_out_time,average taxi out delay,average airport departure delay,average airborne delay,average taxi in delay,average block delay,average gate arrival delay,index,Airport,Year,Departure Cancellations,Arrival Cancellations,Departure Diversions,Arrival Diversions,index,Key,LocID,AP_NAME,ALIAS,Facility Type,FAA REGION,COUNTY,CITY,STATE,AP Type,Latitude,Longitude,Boundary Data Available
278,HPN,2007,35911,36118,0.5299,0.4612,0.5136,25.84,16.01,5.23,30.62,4.67,3.07,6.97,27.16,267,HPN,2007,600,522,49,97,2911,2502,HPN,WESTCHESTER COUNTY,Westchester County Airport,Airport,AEA,WESTCHESTER,WHITE PLAINS,NY,Federalized/Commercial,41.066944,-73.707556,Yes
277,HPN,2006,31937,32086,0.5494,0.5159,0.55,23.3,14.4,3.48,25.65,4.17,1.85,5.17,24.01,266,HPN,2006,290,258,29,45,2911,2502,HPN,WESTCHESTER COUNTY,Westchester County Airport,Airport,AEA,WESTCHESTER,WHITE PLAINS,NY,Federalized/Commercial,41.066944,-73.707556,Yes
276,HPN,2005,33059,32858,0.5622,0.5171,0.5604,23.28,13.01,3.84,25.76,4.01,1.45,5.02,23.6,265,HPN,2005,320,281,14,41,2911,2502,HPN,WESTCHESTER COUNTY,Westchester County Airport,Airport,AEA,WESTCHESTER,WHITE PLAINS,NY,Federalized/Commercial,41.066944,-73.707556,Yes
275,HPN,2004,34104,33880,0.6116,0.5583,0.5732,20.8,14.22,4.88,24.1,4.3,1.73,5.73,22.43,264,HPN,2004,349,315,24,47,2911,2502,HPN,WESTCHESTER COUNTY,Westchester County Airport,Airport,AEA,WESTCHESTER,WHITE PLAINS,NY,Federalized/Commercial,41.066944,-73.707556,Yes
527,OMA,2014,33241,33237,0.766,0.7386,0.7097,13.69,11.8,2.08,15.15,2.34,0.69,3.27,16.92,516,OMA,2014,498,447,63,72,2993,2252,OMA,EPPLEY AIRFIELD,Eppley Airfield,Airport,ACE,DOUGLAS,OMAHA,NE,Federalized/Commercial,41.303167,-95.894056,Yes
526,OMA,2013,33253,33594,0.781,0.7446,0.7274,12.8,12.27,3,14.78,1.61,1.07,2.88,15.16,515,OMA,2013,394,313,65,50,2993,2252,OMA,EPPLEY AIRFIELD,Eppley Airfield,Airport,ACE,DOUGLAS,OMAHA,NE,Federalized/Commercial,41.303167,-95.894056,Yes
525,OMA,2012,35067,35288,0.8177,0.7964,0.7764,10.82,11.3,1.92,12.01,1.67,0.66,2.03,12.24,514,OMA,2012,213,166,32,36,2993,2252,OMA,EPPLEY AIRFIELD,Eppley Airfield,Airport,ACE,DOUGLAS,OMAHA,NE,Federalized/Commercial,41.303167,-95.894056,Yes
524,OMA,2011,37305,37502,0.8049,0.7781,0.7599,11.34,11.68,2.21,12.8,2.33,0.55,2.67,13.33,513,OMA,2011,401,358,43,50,2993,2252,OMA,EPPLEY AIRFIELD,Eppley Airfield,Airport,ACE,DOUGLAS,OMAHA,NE,Federalized/Commercial,41.303167,-95.894056,Yes
523,OMA,2010,38331,38386,0.7917,0.7521,0.7558,11.94,12.12,2.8,13.91,2.56,0.77,2.84,13.08,512,OMA,2010,365,291,53,54,2993,2252,OMA,EPPLEY AIRFIELD,Eppley Airfield,Airport,ACE,DOUGLAS,OMAHA,NE,Federalized/Commercial,41.303167,-95.894056,Yes
522,OMA,2009,36834,36758,0.7816,0.7462,0.7561,12.63,12.34,2.99,14.75,2.28,1.37,3.27,12.81,511,OMA,2009,400,314,62,60,2993,2252,OMA,EPPLEY AIRFIELD,Eppley Airfield,Airport,ACE,DOUGLAS,OMAHA,NE,Federalized/Commercial,41.303167,-95.894056,Yes
521,OMA,2008,39881,39850,0.7488,0.7173,0.6956,15.9,12.16,2.9,17.93,2.09,0.95,3.68,16.71,510,OMA,2008,476,419,89,53,2993,2252,OMA,EPPLEY AIRFIELD,Eppley Airfield,Airport,ACE,DOUGLAS,OMAHA,NE,Federalized/Commercial,41.303167,-95.894056,Yes
520,OMA,2007,41352,41570,0.7288,0.6884,0.6866,16.58,12.42,3.44,19.22,2.11,1.08,3.78,17.38,509,OMA,2007,587,522,84,51,2993,2252,OMA,EPPLEY AIRFIELD,Eppley Airfield,Airport,ACE,DOUGLAS,OMAHA,NE,Federalized/Commercial,41.303167,-95.894056,Yes
519,OMA,2006,39777,40736,0.7485,0.7272,0.7197,13.87,11.13,2.23,15.44,2.06,0.86,3.27,15.25,508,OMA,2006,313,290,62,32,2993,2252,OMA,EPPLEY AIRFIELD,Eppley Airfield,Airport,ACE,DOUGLAS,OMAHA,NE,Federalized/Commercial,41.303167,-95.894056,Yes
518,OMA,2005,40412,40238,0.7747,0.7399,0.7392,12.4,11.47,3.2,14.61,2.56,1.07,3.18,13.97,507,OMA,2005,291,235,40,21,2993,2252,OMA,EPPLEY AIRFIELD,Eppley Airfield,Airport,ACE,DOUGLAS,OMAHA,NE,Federalized/Commercial,41.303167,-95.894056,Yes
517,OMA,2004,9769,9740,0.781,0.7602,0.7523,12.11,10.94,2.43,13.63,2.28,0.59,2.73,13.01,506,OMA,2004,232,203,47,29,2993,2252,OMA,EPPLEY AIRFIELD,Eppley Airfield,Airport,ACE,DOUGLAS,OMAHA,NE,Federalized/Commercial,41.303167,-95.894056,Yes
131,CLE,2014,60369,60247,0.7761,0.7203,0.7512,15.1,13.37,3.36,17.84,2.47,1.14,2.78,16.3,131,CLE,2014,1282,1280,124,74,3031,2527,CLE,CLEVELAND-HOPKINS INTL,Cleveland-Hopkins Int'l Airport,Airport,AGL,CUYAHOGA,CLEVELAND,OH,Federalized/Commercial,41.409417,-81.854694,Yes
130,CLE,2013,85240,84805,0.7837,0.7384,0.7667,14.34,12.94,3.04,16.64,2.7,1.19,2.65,15.02,130,CLE,2013,759,762,117,54,3031,2527,CLE,CLEVELAND-HOPKINS INTL,Cleveland-Hopkins Int'l Airport,Airport,AGL,CUYAHOGA,CLEVELAND,OH,Federalized/Commercial,41.409417,-81.854694,Yes
129,CLE,2012,85359,85279,0.8093,0.7809,0.8019,12.41,12.24,2.3,13.93,2.72,1.18,2.19,12.49,129,CLE,2012,654,666,98,57,3031,2527,CLE,CLEVELAND-HOPKINS INTL,Cleveland-Hopkins Int'l Airport,Airport,AGL,CUYAHOGA,CLEVELAND,OH,Federalized/Commercial,41.409417,-81.854694,Yes
128,CLE,2011,89033,89039,0.8135,0.778,0.7923,12.06,12.54,2.74,14,3.05,1.21,3.17,12.89,128,CLE,2011,1022,1010,116,69,3031,2527,CLE,CLEVELAND-HOPKINS INTL,Cleveland-Hopkins Int'l Airport,Airport,AGL,CUYAHOGA,CLEVELAND,OH,Federalized/Commercial,41.409417,-81.854694,Yes
127,CLE,2010,91769,91615,0.8416,0.7968,0.8151,9.88,12.98,2.98,12.09,2.98,1.25,3.2,11.06,127,CLE,2010,801,809,117,55,3031,2527,CLE,CLEVELAND-HOPKINS INTL,Cleveland-Hopkins Int'l Airport,Airport,AGL,CUYAHOGA,CLEVELAND,OH,Federalized/Commercial,41.409417,-81.854694,Yes
126,CLE,2009,95317,95461,0.8599,0.8295,0.8456,8.97,13.06,2.52,10.66,3.04,0.87,2.42,9.39,126,CLE,2009,628,578,131,90,3031,2527,CLE,CLEVELAND-HOPKINS INTL,Cleveland-Hopkins Int'l Airport,Airport,AGL,CUYAHOGA,CLEVELAND,OH,Federalized/Commercial,41.409417,-81.854694,Yes
125,CLE,2008,111315,111455,0.8072,0.7576,0.7842,12.53,14.71,3.53,15.18,3.48,1.19,3.46,13.47,125,CLE,2008,1359,1306,178,156,3031,2527,CLE,CLEVELAND-HOPKINS INTL,Cleveland-Hopkins Int'l Airport,Airport,AGL,CUYAHOGA,CLEVELAND,OH,Federalized/Commercial,41.409417,-81.854694,Yes
124,CLE,2007,114795,114523,0.7907,0.7195,0.7518,12.89,16.07,4.76,16.64,3.7,1.8,4.41,14.93,124,CLE,2007,1427,1422,182,125,3031,2527,CLE,CLEVELAND-HOPKINS INTL,Cleveland-Hopkins Int'l Airport,Airport,AGL,CUYAHOGA,CLEVELAND,OH,Federalized/Commercial,41.409417,-81.854694,Yes
123,CLE,2006,117753,116801,0.8323,0.7866,0.7861,10.34,15.81,4.09,13.05,3.12,1.14,3.95,12.86,123,CLE,2006,1116,1114,182,164,3031,2527,CLE,CLEVELAND-HOPKINS INTL,Cleveland-Hopkins Int'l Airport,Airport,AGL,CUYAHOGA,CLEVELAND,OH,Federalized/Commercial,41.409417,-81.854694,Yes
122,CLE,2005,122375,121467,0.8304,0.7623,0.7798,10.15,16.84,5.44,13.91,3.36,1.91,4.38,12.72,122,CLE,2005,1207,1216,158,152,3031,2527,CLE,CLEVELAND-HOPKINS INTL,Cleveland-Hopkins Int'l Airport,Airport,AGL,CUYAHOGA,CLEVELAND,OH,Federalized/Commercial,41.409417,-81.854694,Yes
121,CLE,2004,122511,121774,0.8433,0.7643,0.7949,9.31,17.06,6.18,13.63,3.76,1.59,4.56,11.9,121,CLE,2004,1438,1498,173,131,3031,2527,CLE,CLEVELAND-HOPKINS INTL,Cleveland-Hopkins Int'l Airport,Airport,AGL,CUYAHOGA,CLEVELAND,OH,Federalized/Commercial,41.409417,-81.854694,Yes
796,SWF,2014,4863,4871,0.7027,0.6955,0.6843,16.78,12.42,0.65,17.24,2.83,0.23,4.73,17.14,782,SWF,2014,17,11,3,11,3061,2494,SWF,STEWART INTL,Stewart Int'l Airport,Airport,AEA,ORANGE,NEWBURGH,NY,Federalized/Commercial,41.504111,-74.104833,Yes
795,SWF,2013,4935,4873,0.74,0.6987,0.6483,14.62,14.03,2.7,16.73,2.49,0.82,5.5,18.87,781,SWF,2013,27,23,7,6,3061,2494,SWF,STEWART INTL,Stewart Int'l Airport,Airport,AEA,ORANGE,NEWBURGH,NY,Federalized/Commercial,41.504111,-74.104833,Yes
794,SWF,2012,5546,5474,0.7495,0.7467,0.6955,14.4,12.31,0.83,14.59,2.72,0.34,3.78,16.55,780,SWF,2012,14,12,3,1,3061,2494,SWF,STEWART INTL,Stewart Int'l Airport,Airport,AEA,ORANGE,NEWBURGH,NY,Federalized/Commercial,41.504111,-74.104833,Yes
793,SWF,2011,5546,5444,0.7034,0.6918,0.6275,17.8,13.17,1.3,18.35,2.91,0.84,4.34,20.71,779,SWF,2011,42,40,4,5,3061,2494,SWF,STEWART INTL,Stewart Int'l Airport,Airport,AEA,ORANGE,NEWBURGH,NY,Federalized/Commercial,41.504111,-74.104833,Yes
792,SWF,2010,4840,4819,0.7519,0.7192,0.6559,14.95,14.09,2.46,16.71,2.89,0.51,4.91,19.69,778,SWF,2010,67,54,5,12,3061,2494,SWF,STEWART INTL,Stewart Int'l Airport,Airport,AEA,ORANGE,NEWBURGH,NY,Federalized/Commercial,41.504111,-74.104833,Yes
791,SWF,2009,5068,4975,0.7129,0.6687,0.6476,16.71,14.65,3.02,19.2,2.84,0.75,4.93,19.37,777,SWF,2009,29,18,7,6,3061,2494,SWF,STEWART INTL,Stewart Int'l Airport,Airport,AEA,ORANGE,NEWBURGH,NY,Federalized/Commercial,41.504111,-74.104833,Yes
790,SWF,2008,8096,7907,0.7456,0.7155,0.692,16.07,13.37,2.42,17.78,2.71,0.68,4.27,17.68,776,SWF,2008,53,41,13,15,3061,2494,SWF,STEWART INTL,Stewart Int'l Airport,Airport,AEA,ORANGE,NEWBURGH,NY,Federalized/Commercial,41.504111,-74.104833,Yes
789,SWF,2007,9634,9418,0.7162,0.6583,0.6277,17.4,13.76,3.84,20.49,2.49,1.61,6.14,20.78,775,SWF,2007,120,103,19,21,3061,2494,SWF,STEWART INTL,Stewart Int'l Airport,Airport,AEA,ORANGE,NEWBURGH,NY,Federalized/Commercial,41.504111,-74.104833,Yes
788,SWF,2006,6582,6359,0.6694,0.6542,0.6141,18.78,11.91,1.92,19.73,3.38,0.67,5.72,21.09,774,SWF,2006,39,37,3,4,3061,2494,SWF,STEWART INTL,Stewart Int'l Airport,Airport,AEA,ORANGE,NEWBURGH,NY,Federalized/Commercial,41.504111,-74.104833,Yes
787,SWF,2005,8820,8666,0.6991,0.6776,0.6547,17.3,12.1,2.38,18.61,3.3,0.74,4.75,17.92,773,SWF,2005,94,80,5,7,3061,2494,SWF,STEWART INTL,Stewart Int'l Airport,Airport,AEA,ORANGE,NEWBURGH,NY,Federalized/Commercial,41.504111,-74.104833,Yes
786,SWF,2004,2734,2662,0.7008,0.6544,0.6525,16.63,12.91,3.42,18.9,3.63,0.45,4.34,18.67,772,SWF,2004,81,70,4,3,3061,2494,SWF,STEWART INTL,Stewart Int'l Airport,Airport,AEA,ORANGE,NEWBURGH,NY,Federalized/Commercial,41.504111,-74.104833,Yes
634,PVD,2014,22281,21619,0.7845,0.7601,0.7381,13.35,11.61,1.98,14.73,2.5,0.66,2.15,15.11,622,PVD,2014,256,235,44,21,3146,2893,PVD,THEODORE FRANCIS GREEN STATE,Tf Green State Airport,Airport,ANE,KENT,PROVIDENCE,RI,Federalized/Commercial,41.723999,-71.428221,Yes
633,PVD,2013,23919,23904,0.7783,0.7359,0.7522,14.17,12.02,3.14,16.49,2.62,0.69,2.47,14.02,621,PVD,2013,212,188,33,21,3146,2893,PVD,THEODORE FRANCIS GREEN STATE,Tf Green State Airport,Airport,ANE,KENT,PROVIDENCE,RI,Federalized/Commercial,41.723999,-71.428221,Yes
632,PVD,2012,24534,24491,0.7971,0.7779,0.7784,13.17,11.22,1.89,14.19,2.93,0.66,2.11,12.56,620,PVD,2012,194,165,37,37,3146,2893,PVD,THEODORE FRANCIS GREEN STATE,Tf Green State Airport,Airport,ANE,KENT,PROVIDENCE,RI,Federalized/Commercial,41.723999,-71.428221,Yes
631,PVD,2011,28435,28405,0.7802,0.7535,0.7676,14.61,12,2.44,16.16,3.27,0.7,2.24,13.97,619,PVD,2011,421,392,37,26,3146,2893,PVD,THEODORE FRANCIS GREEN STATE,Tf Green State Airport,Airport,ANE,KENT,PROVIDENCE,RI,Federalized/Commercial,41.723999,-71.428221,Yes
630,PVD,2010,29377,29257,0.8011,0.7577,0.77,12.17,12.3,3.03,14.29,3.51,0.63,2.58,12.7,618,PVD,2010,382,367,44,38,3146,2893,PVD,THEODORE FRANCIS GREEN STATE,Tf Green State Airport,Airport,ANE,KENT,PROVIDENCE,RI,Federalized/Commercial,41.723999,-71.428221,Yes
629,PVD,2009,30672,30647,0.7929,0.7594,0.7815,13.59,11.88,2.88,15.62,3.35,0.79,2.44,12.26,617,PVD,2009,184,156,43,26,3146,2893,PVD,THEODORE FRANCIS GREEN STATE,Tf Green State Airport,Airport,ANE,KENT,PROVIDENCE,RI,Federalized/Commercial,41.723999,-71.428221,Yes
628,PVD,2008,34486,34449,0.778,0.7426,0.7553,14.78,12.14,3.05,17.02,3.7,0.8,2.74,14.73,616,PVD,2008,379,344,73,31,3146,2893,PVD,THEODORE FRANCIS GREEN STATE,Tf Green State Airport,Airport,ANE,KENT,PROVIDENCE,RI,Federalized/Commercial,41.723999,-71.428221,Yes
627,PVD,2007,38544,38598,0.7536,0.711,0.705,16.41,12.15,3.32,19.15,3.75,0.94,3.1,17.67,615,PVD,2007,625,601,77,29,3146,2893,PVD,THEODORE FRANCIS GREEN STATE,Tf Green State Airport,Airport,ANE,KENT,PROVIDENCE,RI,Federalized/Commercial,41.723999,-71.428221,Yes
626,PVD,2006,38925,39178,0.7857,0.7539,0.7516,13.01,11.8,3.05,15.1,3.69,0.79,2.89,13.99,614,PVD,2006,439,403,69,40,3146,2893,PVD,THEODORE FRANCIS GREEN STATE,Tf Green State Airport,Airport,ANE,KENT,PROVIDENCE,RI,Federalized/Commercial,41.723999,-71.428221,Yes
625,PVD,2005,42324,42517,0.7917,0.7522,0.7621,12.52,12.12,3.41,15.03,4.14,0.88,2.97,13.36,613,PVD,2005,609,562,64,49,3146,2893,PVD,THEODORE FRANCIS GREEN STATE,Tf Green State Airport,Airport,ANE,KENT,PROVIDENCE,RI,Federalized/Commercial,41.723999,-71.428221,Yes
624,PVD,2004,11349,11393,0.7967,0.7554,0.7633,12.17,12.94,3.73,14.82,4.08,0.72,2.55,13.08,612,PVD,2004,387,364,73,27,3146,2893,PVD,THEODORE FRANCIS GREEN STATE,Tf Green State Airport,Airport,ANE,KENT,PROVIDENCE,RI,Federalized/Commercial,41.723999,-71.428221,Yes
428,MDW,2014,102373,102609,0.658,0.5825,0.7283,19.25,12.37,4.25,23.11,3.79,2.29,3.88,16.4,417,MDW,2014,2521,2394,189,621,3169,1163,MDW,CHICAGO MIDWAY INTL,Chicago Midway Int'l Airport,Airport,AGL,COOK,CHICAGO,IL,Federalized/Commercial,41.785972,-87.752417,Yes
427,MDW,2013,101769,102887,0.6555,0.5867,0.7417,17.63,11.68,3.86,20.96,2.28,2.38,3.25,13.92,416,MDW,2013,724,701,160,386,3169,1163,MDW,CHICAGO MIDWAY INTL,Chicago Midway Int'l Airport,Airport,AGL,COOK,CHICAGO,IL,Federalized/Commercial,41.785972,-87.752417,Yes
426,MDW,2012,101517,101590,0.7349,0.6928,0.8093,13.74,10.54,2.55,15.8,2.01,1.56,2.01,10.34,415,MDW,2012,731,754,188,229,3169,1163,MDW,CHICAGO MIDWAY INTL,Chicago Midway Int'l Airport,Airport,AGL,COOK,CHICAGO,IL,Federalized/Commercial,41.785972,-87.752417,Yes
425,MDW,2011,100892,101105,0.7121,0.6652,0.7941,15.48,11.04,2.99,17.94,2.97,1.29,2.06,11.71,414,MDW,2011,952,1006,204,295,3169,1163,MDW,CHICAGO MIDWAY INTL,Chicago Midway Int'l Airport,Airport,AGL,COOK,CHICAGO,IL,Federalized/Commercial,41.785972,-87.752417,Yes
424,MDW,2010,96524,96752,0.6838,0.6258,0.7759,16.13,11.5,3.54,19.13,3.75,1.4,2.31,12.17,413,MDW,2010,1247,1202,201,326,3169,1163,MDW,CHICAGO MIDWAY INTL,Chicago Midway Int'l Airport,Airport,AGL,COOK,CHICAGO,IL,Federalized/Commercial,41.785972,-87.752417,Yes
423,MDW,2009,98079,98051,0.7383,0.6853,0.8051,13.85,11.42,3.52,16.78,3.54,1.24,2.12,10.64,412,MDW,2009,570,582,154,308,3169,1163,MDW,CHICAGO MIDWAY INTL,Chicago Midway Int'l Airport,Airport,AGL,COOK,CHICAGO,IL,Federalized/Commercial,41.785972,-87.752417,Yes
422,MDW,2008,106786,106657,0.7314,0.6848,0.7685,15.7,11.24,3.35,18.6,3.94,1.42,2.81,13.68,411,MDW,2008,1246,1072,191,537,3169,1163,MDW,CHICAGO MIDWAY INTL,Chicago Midway Int'l Airport,Airport,AGL,COOK,CHICAGO,IL,Federalized/Commercial,41.785972,-87.752417,Yes
421,MDW,2007,120640,120302,0.6962,0.6426,0.746,17.31,11.68,3.62,20.36,5.35,1.5,3.32,14.87,410,MDW,2007,1368,1287,161,403,3169,1163,MDW,CHICAGO MIDWAY INTL,Chicago Midway Int'l Airport,Airport,AGL,COOK,CHICAGO,IL,Federalized/Commercial,41.785972,-87.752417,Yes
420,MDW,2006,117357,116732,0.6915,0.6492,0.7464,16.63,11.99,3.65,19.65,5.41,1.27,3.3,14.54,409,MDW,2006,1122,1145,186,423,3169,1163,MDW,CHICAGO MIDWAY INTL,Chicago Midway Int'l Airport,Airport,AGL,COOK,CHICAGO,IL,Federalized/Commercial,41.785972,-87.752417,Yes
419,MDW,2005,112579,111764,0.736,0.7014,0.7829,13.25,12.51,3.47,15.98,4.62,1.2,2.72,12.11,408,MDW,2005,1091,1085,127,238,3169,1163,MDW,CHICAGO MIDWAY INTL,Chicago Midway Int'l Airport,Airport,AGL,COOK,CHICAGO,IL,Federalized/Commercial,41.785972,-87.752417,Yes
418,MDW,2004,136546,135948,0.7622,0.6929,0.7793,12.15,14.68,4.98,16.23,5.06,1.36,3.58,12.19,407,MDW,2004,1056,1037,130,220,3169,1163,MDW,CHICAGO MIDWAY INTL,Chicago Midway Int'l Airport,Airport,AGL,COOK,CHICAGO,IL,Federalized/Commercial,41.785972,-87.752417,Yes
54,BDL,2014,39279,39109,0.7953,0.7605,0.7569,12.64,12.76,2.58,14.39,2.34,0.95,2.64,14.79,54,BDL,2014,467,421,57,32,3210,755,BDL,BRADLEY INTL,Bradley Int'l Airport,Airport,ANE,HARTFORD,WINDSOR LOCKS,CT,Federalized/Commercial,41.939145,-72.683371,Yes
53,BDL,2013,38505,38508,0.7931,0.7521,0.7493,12.7,12.62,2.69,14.8,2.46,0.9,2.97,14.58,53,BDL,2013,364,331,45,17,3210,755,BDL,BRADLEY INTL,Bradley Int'l Airport,Airport,ANE,HARTFORD,WINDSOR LOCKS,CT,Federalized/Commercial,41.939145,-72.683371,Yes
52,BDL,2012,39274,39122,0.8166,0.7863,0.7832,11.2,12.4,2.33,12.77,2.34,0.76,2.43,12.46,52,BDL,2012,295,257,48,26,3210,755,BDL,BRADLEY INTL,Bradley Int'l Airport,Airport,ANE,HARTFORD,WINDSOR LOCKS,CT,Federalized/Commercial,41.939145,-72.683371,Yes
51,BDL,2011,42774,42628,0.8042,0.7676,0.7715,12.24,12.81,2.67,14.15,2.9,0.99,2.78,13.42,51,BDL,2011,614,554,54,35,3210,755,BDL,BRADLEY INTL,Bradley Int'l Airport,Airport,ANE,HARTFORD,WINDSOR LOCKS,CT,Federalized/Commercial,41.939145,-72.683371,Yes
50,BDL,2010,39685,39309,0.8154,0.7707,0.7748,10.79,13.07,3,12.89,3.04,0.97,3.19,12.62,50,BDL,2010,466,425,71,35,3210,755,BDL,BRADLEY INTL,Bradley Int'l Airport,Airport,ANE,HARTFORD,WINDSOR LOCKS,CT,Federalized/Commercial,41.939145,-72.683371,Yes
49,BDL,2009,39994,39698,0.8349,0.7944,0.7933,10.26,13.02,2.89,12.33,2.97,0.86,2.93,11.7,49,BDL,2009,347,314,79,52,3210,755,BDL,BRADLEY INTL,Bradley Int'l Airport,Airport,ANE,HARTFORD,WINDSOR LOCKS,CT,Federalized/Commercial,41.939145,-72.683371,Yes
48,BDL,2008,47467,46956,0.8105,0.7682,0.7525,12.27,13.56,3.32,14.74,3.39,1.08,3.46,14.4,48,BDL,2008,587,499,74,80,3210,755,BDL,BRADLEY INTL,Bradley Int'l Airport,Airport,ANE,HARTFORD,WINDSOR LOCKS,CT,Federalized/Commercial,41.939145,-72.683371,Yes
47,BDL,2007,52603,52050,0.783,0.7305,0.7226,13.64,13.71,3.76,16.59,3.12,1.19,3.7,15.85,47,BDL,2007,757,685,82,40,3210,755,BDL,BRADLEY INTL,Bradley Int'l Airport,Airport,ANE,HARTFORD,WINDSOR LOCKS,CT,Federalized/Commercial,41.939145,-72.683371,Yes
46,BDL,2006,54169,53701,0.794,0.7496,0.7488,12.09,13.02,3.32,14.51,2.9,1.01,3.47,14.12,46,BDL,2006,561,486,78,34,3210,755,BDL,BRADLEY INTL,Bradley Int'l Airport,Airport,ANE,HARTFORD,WINDSOR LOCKS,CT,Federalized/Commercial,41.939145,-72.683371,Yes
45,BDL,2005,58287,57128,0.8108,0.7668,0.7549,11.34,13.03,3.66,13.86,3.06,1.03,3.38,14.02,45,BDL,2005,719,669,74,32,3210,755,BDL,BRADLEY INTL,Bradley Int'l Airport,Airport,ANE,HARTFORD,WINDSOR LOCKS,CT,Federalized/Commercial,41.939145,-72.683371,Yes
44,BDL,2004,52897,52093,0.8222,0.7719,0.768,10.26,13.58,3.95,13.1,2.95,0.89,3.48,12.95,44,BDL,2004,426,368,70,26,3210,755,BDL,BRADLEY INTL,Bradley Int'l Airport,Airport,ANE,HARTFORD,WINDSOR LOCKS,CT,Federalized/Commercial,41.939145,-72.683371,Yes
549,ORD,2014,430429,430750,0.6787,0.5784,0.705,20.21,17.5,6.17,25.88,3.47,6.18,5.05,20.09,538,ORD,2014,13454,14355,739,831,3220,1164,ORD,CHICAGO O'HARE INTL,Chicago Ohare Int'l Airport,Airport,AGL,COOK,CHICAGO,IL,Federalized/Commercial,41.981649,-87.906671,Yes
548,ORD,2013,425352,428767,0.7094,0.6275,0.7521,18.64,16.6,5.46,23.49,2.26,3.98,3.71,17.51,537,ORD,2013,9155,9999,709,709,3220,1164,ORD,CHICAGO O'HARE INTL,Chicago Ohare Int'l Airport,Airport,AGL,COOK,CHICAGO,IL,Federalized/Commercial,41.981649,-87.906671,Yes
547,ORD,2012,427374,427768,0.7707,0.6981,0.8069,14.45,16.06,4.97,18.5,1.89,3.16,2.74,13.31,536,ORD,2012,6157,6814,703,640,3220,1164,ORD,CHICAGO O'HARE INTL,Chicago Ohare Int'l Airport,Airport,AGL,COOK,CHICAGO,IL,Federalized/Commercial,41.981649,-87.906671,Yes
546,ORD,2011,429476,428779,0.7605,0.6827,0.7772,15.61,16.55,5.6,20.2,2.16,3.18,3.59,16.03,535,ORD,2011,11659,12494,830,615,3220,1164,ORD,CHICAGO O'HARE INTL,Chicago Ohare Int'l Airport,Airport,AGL,COOK,CHICAGO,IL,Federalized/Commercial,41.981649,-87.906671,Yes
545,ORD,2010,430948,430618,0.7803,0.709,0.7938,14.09,16.26,5.05,18.26,2.48,3.31,3.54,14.33,534,ORD,2010,7786,8443,755,845,3220,1164,ORD,CHICAGO O'HARE INTL,Chicago Ohare Int'l Airport,Airport,AGL,COOK,CHICAGO,IL,Federalized/Commercial,41.981649,-87.906671,Yes
544,ORD,2009,404978,404952,0.7916,0.7251,0.8063,13.25,16.78,5.13,17.31,3.65,3.84,3.6,13.39,533,ORD,2009,6827,7679,710,677,3220,1164,ORD,CHICAGO O'HARE INTL,Chicago Ohare Int'l Airport,Airport,AGL,COOK,CHICAGO,IL,Federalized/Commercial,41.981649,-87.906671,Yes
543,ORD,2008,431539,431421,0.7049,0.6115,0.7062,19.94,18.67,7.04,25.98,3.9,3.34,5.44,21.9,532,ORD,2008,15050,16094,801,1027,3220,1164,ORD,CHICAGO O'HARE INTL,Chicago Ohare Int'l Airport,Airport,AGL,COOK,CHICAGO,IL,Federalized/Commercial,41.981649,-87.906671,Yes
542,ORD,2007,455562,455118,0.6854,0.5769,0.6909,20.81,19.02,7.63,27.34,3.81,3.22,5.73,22.44,531,ORD,2007,16618,17571,707,887,3220,1164,ORD,CHICAGO O'HARE INTL,Chicago Ohare Int'l Airport,Airport,AGL,COOK,CHICAGO,IL,Federalized/Commercial,41.981649,-87.906671,Yes
541,ORD,2006,466079,467039,0.7036,0.5881,0.71,19.66,19.33,7.75,26.29,3.56,2.82,5.59,21.15,530,ORD,2006,12915,13808,766,1063,3220,1164,ORD,CHICAGO O'HARE INTL,Chicago Ohare Int'l Airport,Airport,AGL,COOK,CHICAGO,IL,Federalized/Commercial,41.981649,-87.906671,Yes
540,ORD,2005,473216,474168,0.7242,0.6108,0.7672,16.76,19.03,7.45,23.14,3.05,3.15,4.11,15.45,529,ORD,2005,8466,9199,665,518,3220,1164,ORD,CHICAGO O'HARE INTL,Chicago Ohare Int'l Airport,Airport,AGL,COOK,CHICAGO,IL,Federalized/Commercial,41.981649,-87.906671,Yes
539,ORD,2004,485187,484859,0.7179,0.5739,0.721,17.79,20.23,9.36,25.86,3.19,3.34,5.81,19.19,528,ORD,2004,11725,12579,700,648,3220,1164,ORD,CHICAGO O'HARE INTL,Chicago Ohare Int'l Airport,Airport,AGL,COOK,CHICAGO,IL,Federalized/Commercial,41.981649,-87.906671,Yes
655,RFD,2013,4570,4445,0.754,0.7425,0.766,12.23,11.15,0.31,12.75,1.41,0.02,1.97,11.25,639,RFD,2013,0,0,0,0,3292,1165,RFD,CHICAGO/ROCKFORD INTL,Chicago Rockford Int'l Airport,Airport,AGL,WINNEBAGO,CHICAGO/ROCKFORD,IL,Federalized/Commercial,42.195361,-89.097222,Yes
